question|context|answer|sql_generado
Find the day in which the difference between the max temperature and min temperature was the smallest. Also report the difference.|CREATE TABLE weather (date VARCHAR, max_temperature_f VARCHAR, min_temperature_f VARCHAR)|SELECT date, max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1|SELECT date, (max_temperature_f - min_temperature_f) AS temperature_difference FROM weather ORDER BY temperature_difference ASC LIMIT 1
What are the id and name of the stations that have ever had more than 12 bikes available?|CREATE TABLE station (id VARCHAR, name VARCHAR); CREATE TABLE status (station_id VARCHAR, bikes_available INTEGER)|SELECT DISTINCT T1.id, T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id WHERE T2.bikes_available > 12|SELECT DISTINCT s.id, s.name FROM station s JOIN status st ON s.id = st.station_id WHERE st.bikes_available > 12
Give me the zip code where the average mean humidity is below 70 and at least 100 trips took place.|CREATE TABLE weather (zip_code VARCHAR, mean_humidity INTEGER); CREATE TABLE trip (zip_code VARCHAR, mean_humidity INTEGER)|SELECT zip_code FROM weather GROUP BY zip_code HAVING AVG(mean_humidity) < 70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING COUNT(*) >= 100|SELECT zip_code FROM trip GROUP BY zip_code HAVING AVG(mean_humidity) < 70 AND COUNT(*) >= 100
What are the names of stations that are located in Palo Alto city but have never been the ending point of trips more than 100 times?|CREATE TABLE trip (name VARCHAR, end_station_name VARCHAR, city VARCHAR); CREATE TABLE station (name VARCHAR, end_station_name VARCHAR, city VARCHAR)|"SELECT name FROM station WHERE city = ""Palo Alto"" EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING COUNT(*) > 100"|SELECT s.name FROM station AS s WHERE s.city = 'Palo Alto' EXCEPT SELECT t.end_station_name FROM trip AS t WHERE t.city = 'Palo Alto' GROUP BY t.end_station_name HAVING count(*) > 100
How many trips started from Mountain View city and ended at Palo Alto city?|CREATE TABLE station (city VARCHAR, id VARCHAR); CREATE TABLE trip (end_station_id VARCHAR, id VARCHAR); CREATE TABLE station (id VARCHAR, city VARCHAR); CREATE TABLE trip (start_station_id VARCHAR, id VARCHAR)|"SELECT COUNT(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id = T2.start_station_id AND T2.id = T4.id AND T3.id = T4.end_station_id WHERE T1.city = ""Mountain View"" AND T3.city = ""Palo Alto"""|SELECT count(*) FROM trip AS t1 INNER JOIN station AS s1 ON t1.start_station_id = s1.id INNER JOIN station AS s2 ON t1.end_station_id = s2.id WHERE s1.city = 'Mountain View' AND s2.city = 'Palo Alto'
What is the average latitude and longitude of the starting points of all trips?|CREATE TABLE trip (start_station_id VARCHAR); CREATE TABLE station (lat INTEGER, long INTEGER, id VARCHAR)|SELECT AVG(T1.lat), AVG(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id|SELECT AVG(s.lat), AVG(s.long) FROM trip t JOIN station s ON t.start_station_id = s.id
How many books are there?|CREATE TABLE book (Id VARCHAR)|SELECT COUNT(*) FROM book|SELECT count(*) FROM book
List the writers of the books in ascending alphabetical order.|CREATE TABLE book (Writer VARCHAR)|SELECT Writer FROM book ORDER BY Writer|SELECT Writer FROM book ORDER BY Writer ASC
List the titles of the books in ascending order of issues.|CREATE TABLE book (Title VARCHAR, Issues VARCHAR)|SELECT Title FROM book ORDER BY Issues|SELECT Title FROM book ORDER BY Issues ASC
"What are the titles of the books whose writer is not ""Elaine Lee""?"|CREATE TABLE book (Title VARCHAR, Writer VARCHAR)|"SELECT Title FROM book WHERE Writer <> ""Elaine Lee"""|SELECT Title FROM book WHERE Writer != 'Elaine Lee';
What are the title and issues of the books?|CREATE TABLE book (Title VARCHAR, Issues VARCHAR)|SELECT Title, Issues FROM book|SELECT Title, Issues FROM book
What are the dates of publications in descending order of price?|CREATE TABLE publication (Publication_Date VARCHAR, Price VARCHAR)|SELECT Publication_Date FROM publication ORDER BY Price DESC|SELECT Publication_Date FROM publication ORDER BY Price DESC
What are the distinct publishers of publications with price higher than 5000000?|CREATE TABLE publication (Publisher VARCHAR, Price INTEGER)|SELECT DISTINCT Publisher FROM publication WHERE Price > 5000000|SELECT DISTINCT Publisher FROM publication WHERE Price > 5000000
List the publisher of the publication with the highest price.|CREATE TABLE publication (Publisher VARCHAR, Price VARCHAR)|SELECT Publisher FROM publication ORDER BY Price DESC LIMIT 1|SELECT Publisher FROM publication ORDER BY Price DESC LIMIT 1
List the publication dates of publications with 3 lowest prices.|CREATE TABLE publication (Publication_Date VARCHAR, Price VARCHAR)|SELECT Publication_Date FROM publication ORDER BY Price LIMIT 3|SELECT Publication_Date FROM publication ORDER BY Price ASC LIMIT 3
Show the title and publication dates of books.|CREATE TABLE book (Title VARCHAR, Book_ID VARCHAR); CREATE TABLE publication (Publication_Date VARCHAR, Book_ID VARCHAR)|SELECT T1.Title, T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID|SELECT b.Title, p.Publication_Date FROM book AS b JOIN publication AS p ON b.Book_ID = p.Book_ID
Show writers who have published a book with price more than 4000000.|CREATE TABLE publication (Book_ID VARCHAR, Price INTEGER); CREATE TABLE book (Writer VARCHAR, Book_ID VARCHAR)|SELECT T1.Writer FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID WHERE T2.Price > 4000000|SELECT DISTINCT T1.Writer FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID WHERE T2.Price > 4000000
Show the titles of books in descending order of publication price.|CREATE TABLE publication (Book_ID VARCHAR, Price VARCHAR); CREATE TABLE book (Title VARCHAR, Book_ID VARCHAR)|SELECT T1.Title FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID ORDER BY T2.Price DESC|SELECT b.Title FROM book b JOIN publication p ON b.Book_ID = p.Book_ID ORDER BY p.Price DESC;
Show publishers that have more than one publication.|CREATE TABLE publication (Publisher VARCHAR)|SELECT Publisher FROM publication GROUP BY Publisher HAVING COUNT(*) > 1|SELECT Publisher FROM publication GROUP BY Publisher HAVING COUNT(*) > 1
Show different publishers together with the number of publications they have.|CREATE TABLE publication (Publisher VARCHAR)|SELECT Publisher, COUNT(*) FROM publication GROUP BY Publisher|SELECT Publisher, COUNT(*) AS NumberOfPublications FROM publication GROUP BY Publisher
Please show the most common publication date.|CREATE TABLE publication (Publication_Date VARCHAR)|SELECT Publication_Date FROM publication GROUP BY Publication_Date ORDER BY COUNT(*) DESC LIMIT 1|SELECT Publication_Date FROM publication GROUP BY Publication_Date ORDER BY COUNT(*) DESC LIMIT 1
List the writers who have written more than one book.|CREATE TABLE book (Writer VARCHAR)|SELECT Writer FROM book GROUP BY Writer HAVING COUNT(*) > 1|SELECT Writer FROM book GROUP BY Writer HAVING COUNT(*) > 1
List the titles of books that are not published.|CREATE TABLE book (Title VARCHAR, Book_ID VARCHAR); CREATE TABLE publication (Title VARCHAR, Book_ID VARCHAR)|SELECT Title FROM book WHERE NOT Book_ID IN (SELECT Book_ID FROM publication)|SELECT Title FROM book EXCEPT SELECT Title FROM publication
Show the publishers that have publications with price higher than 10000000 and publications with price lower than 5000000.|CREATE TABLE publication (Publisher VARCHAR, Price INTEGER)|SELECT Publisher FROM publication WHERE Price > 10000000 INTERSECT SELECT Publisher FROM publication WHERE Price < 5000000|SELECT DISTINCT Publisher FROM publication WHERE Price > 10000000 INTERSECT SELECT DISTINCT Publisher FROM publication WHERE Price < 5000000
What is the number of distinct publication dates?|CREATE TABLE publication (Publication_Date VARCHAR)|SELECT COUNT(DISTINCT Publication_Date) FROM publication|SELECT count(DISTINCT Publication_Date) FROM publication
"Show the prices of publications whose publisher is either ""Person"" or ""Wiley"""|CREATE TABLE publication (Price VARCHAR, Publisher VARCHAR)|"SELECT Price FROM publication WHERE Publisher = ""Person"" OR Publisher = ""Wiley"""|SELECT Price FROM publication WHERE Publisher IN ('Person', 'Wiley')
How many actors are there?|CREATE TABLE actor (Id VARCHAR)|SELECT COUNT(*) FROM actor|SELECT count(*) FROM actor
List the name of actors in ascending alphabetical order.|CREATE TABLE actor (Name VARCHAR)|SELECT Name FROM actor ORDER BY Name|SELECT Name FROM actor ORDER BY Name ASC;
What are the characters and duration of actors?|CREATE TABLE actor (Character VARCHAR, Duration VARCHAR)|SELECT Character, Duration FROM actor|SELECT Character, Duration FROM actor
List the name of actors whose age is not 20.|CREATE TABLE actor (Name VARCHAR, Age VARCHAR)|SELECT Name FROM actor WHERE Age <> 20|SELECT Name FROM actor WHERE Age <> '20';
What are the characters of actors in descending order of age?|CREATE TABLE actor (Character VARCHAR, age VARCHAR)|SELECT Character FROM actor ORDER BY age DESC|SELECT Character FROM actor ORDER BY age DESC
What is the duration of the oldest actor?|CREATE TABLE actor (Duration VARCHAR, Age VARCHAR)|SELECT Duration FROM actor ORDER BY Age DESC LIMIT 1|SELECT Duration FROM actor ORDER BY Age DESC LIMIT 1
"What are the names of musicals with nominee ""Bob Fosse""?"|CREATE TABLE musical (Name VARCHAR, Nominee VARCHAR)|"SELECT Name FROM musical WHERE Nominee = ""Bob Fosse"""|"SELECT Name FROM musical WHERE Nominee = ""Bob Fosse"""
"What are the distinct nominees of the musicals with the award that is not ""Tony Award""?"|CREATE TABLE musical (Nominee VARCHAR, Award VARCHAR)|"SELECT DISTINCT Nominee FROM musical WHERE Award <> ""Tony Award"""|SELECT DISTINCT Nominee FROM musical WHERE Award <> 'Tony Award'
Show names of actors and names of musicals they are in.|CREATE TABLE actor (Name VARCHAR, Musical_ID VARCHAR); CREATE TABLE musical (Name VARCHAR, Musical_ID VARCHAR)|SELECT T1.Name, T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID|SELECT t1.Name, t2.Name FROM actor AS t1 JOIN musical AS t2 ON t1.Musical_ID  =  t2.Musical_ID
"Show names of actors that have appeared in musical with name ""The Phantom of the Opera""."|CREATE TABLE actor (Name VARCHAR, Musical_ID VARCHAR); CREATE TABLE musical (Musical_ID VARCHAR, Name VARCHAR)|"SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID WHERE T2.Name = ""The Phantom of the Opera"""|SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID WHERE T2.Name = 'The Phantom of the Opera'
Show names of actors in descending order of the year their musical is awarded.|CREATE TABLE musical (Musical_ID VARCHAR, Year VARCHAR); CREATE TABLE actor (Name VARCHAR, Musical_ID VARCHAR)|SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID ORDER BY T2.Year DESC|SELECT t1.Name FROM actor AS t1 JOIN musical AS t2 ON t1.Musical_ID = t2.Musical_ID ORDER BY t2.Year DESC
Show names of musicals and the number of actors who have appeared in the musicals.|CREATE TABLE actor (Musical_ID VARCHAR); CREATE TABLE musical (Name VARCHAR, Musical_ID VARCHAR)|SELECT T2.Name, COUNT(*) FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID GROUP BY T1.Musical_ID|SELECT m.Name, COUNT(a.Musical_ID) AS NumberOfActors FROM musical AS m JOIN actor AS a ON m.Musical_ID = a.Musical_ID GROUP BY m.Name
Show names of musicals which have at least three actors.|CREATE TABLE actor (Musical_ID VARCHAR); CREATE TABLE musical (Name VARCHAR, Musical_ID VARCHAR)|SELECT T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID GROUP BY T1.Musical_ID HAVING COUNT(*) >= 3|SELECT T1.Name FROM musical AS T1 JOIN actor AS T2 ON T1.Musical_ID  =  T2.Musical_ID GROUP BY T1.Musical_ID HAVING count(*)  >=  3
Show different nominees and the number of musicals they have been nominated.|CREATE TABLE musical (Nominee VARCHAR)|SELECT Nominee, COUNT(*) FROM musical GROUP BY Nominee|SELECT Nominee, COUNT(*) AS NumberOfNominations FROM musical GROUP BY Nominee
Please show the nominee who has been nominated the greatest number of times.|CREATE TABLE musical (Nominee VARCHAR)|SELECT Nominee FROM musical GROUP BY Nominee ORDER BY COUNT(*) DESC LIMIT 1|SELECT Nominee FROM musical GROUP BY Nominee ORDER BY count(*) DESC LIMIT 1
List the most common result of the musicals.|CREATE TABLE musical (RESULT VARCHAR)|SELECT RESULT FROM musical GROUP BY RESULT ORDER BY COUNT(*) DESC LIMIT 1|SELECT RESULT FROM musical GROUP BY RESULT ORDER BY COUNT(*) DESC LIMIT 1
List the nominees that have been nominated more than two musicals.|CREATE TABLE musical (Nominee VARCHAR)|SELECT Nominee FROM musical GROUP BY Nominee HAVING COUNT(*) > 2|SELECT Nominee FROM musical GROUP BY Nominee HAVING COUNT(*) > 2
List the name of musicals that do not have actors.|CREATE TABLE actor (Name VARCHAR, Musical_ID VARCHAR); CREATE TABLE musical (Name VARCHAR, Musical_ID VARCHAR)|SELECT Name FROM musical WHERE NOT Musical_ID IN (SELECT Musical_ID FROM actor)|SELECT Name FROM musical EXCEPT SELECT T1.Name FROM musical AS T1 JOIN actor AS T2 ON T1.Musical_ID  =  T2.Musical_ID
"Show the nominees that have nominated musicals for both ""Tony Award"" and ""Drama Desk Award""."|CREATE TABLE musical (Nominee VARCHAR, Award VARCHAR)|"SELECT Nominee FROM musical WHERE Award = ""Tony Award"" INTERSECT SELECT Nominee FROM musical WHERE Award = ""Drama Desk Award"""|SELECT Nominee FROM musical WHERE Award = 'Tony Award' INTERSECT SELECT Nominee FROM musical WHERE Award = 'Drama Desk Award'
"Show the musical nominee with award ""Bob Fosse"" or ""Cleavant Derricks""."|CREATE TABLE musical (Nominee VARCHAR, Award VARCHAR)|"SELECT Nominee FROM musical WHERE Award = ""Tony Award"" OR Award = ""Cleavant Derricks"""|SELECT Nominee FROM musical WHERE Award = 'Bob Fosse' OR Award = 'Cleavant Derricks';
"Find the emails of the user named ""Mary""."|CREATE TABLE user_profiles (email VARCHAR, name VARCHAR)|SELECT email FROM user_profiles WHERE name = 'Mary'|SELECT email FROM user_profiles WHERE name = 'Mary';
"What is the partition id of the user named ""Iron Man""."|CREATE TABLE user_profiles (partitionid VARCHAR, name VARCHAR)|SELECT partitionid FROM user_profiles WHERE name = 'Iron Man'|SELECT partitionid FROM user_profiles WHERE name = 'Iron Man'
How many users are there?|CREATE TABLE user_profiles (Id VARCHAR)|SELECT COUNT(*) FROM user_profiles|SELECT count(*) FROM user_profiles
How many followers does each user have?|CREATE TABLE follows (Id VARCHAR)|SELECT COUNT(*) FROM follows|SELECT Id, COUNT(*) AS follower_count FROM follows GROUP BY Id
Find the number of followers for each user.|CREATE TABLE follows (f1 VARCHAR)|SELECT COUNT(*) FROM follows GROUP BY f1|SELECT f1, COUNT(*) AS follower_count FROM follows GROUP BY f1
Find the number of tweets in record.|CREATE TABLE tweets (Id VARCHAR)|SELECT COUNT(*) FROM tweets|SELECT count(*) FROM tweets
Find the number of users who posted some tweets.|CREATE TABLE tweets (UID VARCHAR)|SELECT COUNT(DISTINCT UID) FROM tweets|SELECT count(DISTINCT UID) FROM tweets
Find the name and email of the user whose name contains the word ‘Swift’.|CREATE TABLE user_profiles (name VARCHAR, email VARCHAR)|SELECT name, email FROM user_profiles WHERE name LIKE '%Swift%'|SELECT name, email FROM user_profiles WHERE name LIKE '%Swift%';
Find the names of users whose emails contain ‘superstar’ or ‘edu’.|CREATE TABLE user_profiles (name VARCHAR, email VARCHAR)|SELECT name FROM user_profiles WHERE email LIKE '%superstar%' OR email LIKE '%edu%'|SELECT name FROM user_profiles WHERE email LIKE '%superstar%' OR email LIKE '%edu%';
Return the text of tweets about the topic 'intern'.|CREATE TABLE tweets (text VARCHAR)|SELECT text FROM tweets WHERE text LIKE '%intern%'|SELECT text FROM tweets WHERE text LIKE '%intern%';
Find the name and email of the users who have more than 1000 followers.|CREATE TABLE user_profiles (name VARCHAR, email VARCHAR, followers INTEGER)|SELECT name, email FROM user_profiles WHERE followers > 1000|SELECT name, email FROM user_profiles WHERE followers > 1000
"Find the names of the users whose number of followers is greater than that of the user named ""Tyler Swift""."|CREATE TABLE follows (f1 VARCHAR); CREATE TABLE user_profiles (name VARCHAR, uid VARCHAR)|SELECT T1.name FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 GROUP BY T2.f1 HAVING COUNT(*) > (SELECT COUNT(*) FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 WHERE T1.name = 'Tyler Swift')|SELECT T1.name FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 GROUP BY T1.uid, T1.name HAVING count(T2.f1) > (SELECT count(T2.f1) FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 WHERE T1.name = 'Tyler Swift')
Find the name and email for the users who have more than one follower.|CREATE TABLE follows (f1 VARCHAR); CREATE TABLE user_profiles (name VARCHAR, email VARCHAR, uid VARCHAR)|SELECT T1.name, T1.email FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 GROUP BY T2.f1 HAVING COUNT(*) > 1|SELECT T1.name, T1.email FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 GROUP BY T2.f1 HAVING count(*) > 1
Find the names of users who have more than one tweet.|CREATE TABLE tweets (uid VARCHAR); CREATE TABLE user_profiles (name VARCHAR, uid VARCHAR)|SELECT T1.name FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid = T2.uid GROUP BY T2.uid HAVING COUNT(*) > 1|SELECT T1.name FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid  =  T2.uid GROUP BY T1.uid HAVING count(*)  >  1
Find the id of users who are followed by Mary and Susan.|CREATE TABLE follows (f1 VARCHAR, f2 VARCHAR); CREATE TABLE user_profiles (uid VARCHAR, name VARCHAR)|"SELECT T2.f1 FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f2 WHERE T1.name = ""Mary"" INTERSECT SELECT T2.f1 FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f2 WHERE T1.name = ""Susan"""|SELECT f1 FROM follows WHERE f2 IN (SELECT uid FROM user_profiles WHERE name = 'Mary' OR name = 'Susan')
Find the id of users who are followed by Mary or Susan.|CREATE TABLE follows (f1 VARCHAR, f2 VARCHAR); CREATE TABLE user_profiles (uid VARCHAR, name VARCHAR)|"SELECT T2.f1 FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f2 WHERE T1.name = ""Mary"" OR T1.name = ""Susan"""|SELECT DISTINCT f1 FROM follows WHERE f2 IN (SELECT uid FROM user_profiles WHERE name = 'Mary' OR name = 'Susan')
Find the name of the user who has the largest number of followers.|CREATE TABLE user_profiles (name VARCHAR, followers VARCHAR)|SELECT name FROM user_profiles ORDER BY followers DESC LIMIT 1|SELECT name FROM user_profiles ORDER BY followers DESC LIMIT 1
Find the name and email of the user followed by the least number of people.|CREATE TABLE user_profiles (name VARCHAR, email VARCHAR, followers VARCHAR)|SELECT name, email FROM user_profiles ORDER BY followers LIMIT 1|SELECT name, email FROM user_profiles ORDER BY followers ASC LIMIT 1
List the name and number of followers for each user, and sort the results by the number of followers in descending order.|CREATE TABLE user_profiles (name VARCHAR, followers VARCHAR)|SELECT name, followers FROM user_profiles ORDER BY followers DESC|SELECT name, followers FROM user_profiles ORDER BY followers DESC;
List the names of 5 users followed by the largest number of other users.|CREATE TABLE user_profiles (name VARCHAR, followers VARCHAR)|SELECT name FROM user_profiles ORDER BY followers DESC LIMIT 5|SELECT name FROM user_profiles ORDER BY CAST(followers AS UNSIGNED) DESC LIMIT 5
List the text of all tweets in the order of date.|CREATE TABLE tweets (text VARCHAR, createdate VARCHAR)|SELECT text FROM tweets ORDER BY createdate|SELECT text FROM tweets ORDER BY createdate
Find the name of each user and number of tweets tweeted by each of them.|CREATE TABLE tweets (uid VARCHAR); CREATE TABLE user_profiles (name VARCHAR, uid VARCHAR)|SELECT T1.name, COUNT(*) FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid = T2.uid GROUP BY T2.uid|SELECT U.name, COUNT(T.uid) AS tweet_count FROM user_profiles U LEFT JOIN tweets T ON U.uid = T.uid GROUP BY U.name
Find the name and partition id for users who tweeted less than twice.|CREATE TABLE user_profiles (name VARCHAR, partitionid VARCHAR, uid VARCHAR); CREATE TABLE tweets (uid VARCHAR)|SELECT T1.name, T1.partitionid FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid = T2.uid GROUP BY T2.uid HAVING COUNT(*) < 2|SELECT DISTINCT up.name, up.partitionid FROM user_profiles up JOIN tweets t ON up.uid = t.uid GROUP BY up.uid, up.name, up.partitionid HAVING COUNT(t.uid) < 2
Find the name of the user who tweeted more than once, and number of tweets tweeted by them.|CREATE TABLE tweets (uid VARCHAR); CREATE TABLE user_profiles (name VARCHAR, uid VARCHAR)|SELECT T1.name, COUNT(*) FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid = T2.uid GROUP BY T2.uid HAVING COUNT(*) > 1|SELECT T2.name, count(*) FROM tweets AS T1 JOIN user_profiles AS T2 ON T1.uid  =  T2.uid GROUP BY T1.uid HAVING count(*)  >  1
Find the average number of followers for the users who do not have any tweet.|CREATE TABLE user_profiles (followers INTEGER, UID VARCHAR); CREATE TABLE tweets (followers INTEGER, UID VARCHAR)|SELECT AVG(followers) FROM user_profiles WHERE NOT UID IN (SELECT UID FROM tweets)|SELECT AVG(followers) FROM user_profiles WHERE UID NOT IN (SELECT UID FROM tweets)
Find the average number of followers for the users who had some tweets.|CREATE TABLE user_profiles (followers INTEGER, UID VARCHAR); CREATE TABLE tweets (followers INTEGER, UID VARCHAR)|SELECT AVG(followers) FROM user_profiles WHERE UID IN (SELECT UID FROM tweets)|SELECT AVG(followers) FROM user_profiles WHERE UID IN (SELECT DISTINCT UID FROM tweets)
Find the maximum and total number of followers of all users.|CREATE TABLE user_profiles (followers INTEGER)|SELECT MAX(followers), SUM(followers) FROM user_profiles|SELECT MAX(followers), SUM(followers) FROM user_profiles
Find the names of all the catalog entries.|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR)|SELECT DISTINCT (catalog_entry_name) FROM catalog_contents|SELECT catalog_entry_name FROM catalog_contents
Find the list of attribute data types possessed by more than 3 attribute definitions.|CREATE TABLE Attribute_Definitions (attribute_data_type VARCHAR)|SELECT attribute_data_type FROM Attribute_Definitions GROUP BY attribute_data_type HAVING COUNT(*) > 3|SELECT attribute_data_type FROM Attribute_Definitions GROUP BY attribute_data_type HAVING count(*) > 3
"What is the attribute data type of the attribute with name ""Green""?"|CREATE TABLE Attribute_Definitions (attribute_data_type VARCHAR, attribute_name VARCHAR)|"SELECT attribute_data_type FROM Attribute_Definitions WHERE attribute_name = ""Green"""|SELECT attribute_data_type FROM Attribute_Definitions WHERE attribute_name = 'Green';
Find the name and level of catalog structure with level between 5 and 10.|CREATE TABLE Catalog_Structure (catalog_level_name VARCHAR, catalog_level_number INTEGER)|SELECT catalog_level_name, catalog_level_number FROM Catalog_Structure WHERE catalog_level_number BETWEEN 5 AND 10|SELECT catalog_level_name, catalog_level_number FROM Catalog_Structure WHERE catalog_level_number BETWEEN 5 AND 10
"Find all the catalog publishers whose name contains ""Murray"""|CREATE TABLE catalogs (catalog_publisher VARCHAR)|"SELECT DISTINCT (catalog_publisher) FROM catalogs WHERE catalog_publisher LIKE ""%Murray%"""|SELECT catalog_publisher FROM catalogs WHERE catalog_publisher LIKE '%Murray%';
Which catalog publisher has published the most catalogs?|CREATE TABLE catalogs (catalog_publisher VARCHAR)|SELECT catalog_publisher FROM catalogs GROUP BY catalog_publisher ORDER BY COUNT(*) DESC LIMIT 1|SELECT catalog_publisher FROM catalogs GROUP BY catalog_publisher ORDER BY count(*) DESC LIMIT 1
Find the names and publication dates of all catalogs that have catalog level number greater than 5.|CREATE TABLE catalogs (catalog_name VARCHAR, date_of_publication VARCHAR, catalog_id VARCHAR); CREATE TABLE catalog_structure (catalog_id VARCHAR)|SELECT t1.catalog_name, t1.date_of_publication FROM catalogs AS t1 JOIN catalog_structure AS t2 ON t1.catalog_id = t2.catalog_id WHERE catalog_level_number > 5|SELECT catalog_name, date_of_publication FROM catalogs
What are the entry names of catalog with the attribute possessed by most entries.|CREATE TABLE Catalog_Contents_Additional_Attributes (catalog_entry_id VARCHAR, attribute_value VARCHAR); CREATE TABLE Catalog_Contents (catalog_entry_name VARCHAR, catalog_entry_id VARCHAR); CREATE TABLE Catalog_Contents_Additional_Attributes (attribute_value VARCHAR)|SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id = t2.catalog_entry_id WHERE t2.attribute_value = (SELECT attribute_value FROM Catalog_Contents_Additional_Attributes GROUP BY attribute_value ORDER BY COUNT(*) DESC LIMIT 1)|SELECT T1.catalog_entry_name FROM Catalog_Contents AS T1 JOIN Catalog_Contents_Additional_Attributes AS T2 ON T1.catalog_entry_id = T2.catalog_entry_id GROUP BY T2.attribute_value ORDER BY count(*) DESC LIMIT 1
What is the entry name of the most expensive catalog (in USD)?|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, price_in_dollars VARCHAR)|SELECT catalog_entry_name FROM catalog_contents ORDER BY price_in_dollars DESC LIMIT 1|SELECT catalog_entry_name FROM catalog_contents ORDER BY price_in_dollars DESC LIMIT 1
What is the level name of the cheapest catalog (in USD)?|CREATE TABLE catalog_structure (catalog_level_name VARCHAR, catalog_level_number VARCHAR); CREATE TABLE catalog_contents (catalog_level_number VARCHAR, price_in_dollars VARCHAR)|SELECT t2.catalog_level_name FROM catalog_contents AS t1 JOIN catalog_structure AS t2 ON t1.catalog_level_number = t2.catalog_level_number ORDER BY t1.price_in_dollars LIMIT 1|SELECT T1.catalog_level_name FROM catalog_structure AS T1 JOIN catalog_contents AS T2 ON T1.catalog_level_number  =  T2.catalog_level_number ORDER BY T2.price_in_dollars ASC LIMIT 1
What are the average and minimum price (in Euro) of all products?|CREATE TABLE catalog_contents (price_in_euros INTEGER)|SELECT AVG(price_in_euros), MIN(price_in_euros) FROM catalog_contents|SELECT AVG(price_in_euros), MIN(price_in_euros) FROM catalog_contents
What is the product with the highest height? Give me the catalog entry name.|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, height VARCHAR)|SELECT catalog_entry_name FROM catalog_contents ORDER BY height DESC LIMIT 1|SELECT catalog_entry_name FROM catalog_contents ORDER BY height DESC LIMIT 1
Find the name of the product that has the smallest capacity.|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, capacity VARCHAR)|SELECT catalog_entry_name FROM catalog_contents ORDER BY capacity LIMIT 1|SELECT catalog_entry_name FROM catalog_contents ORDER BY capacity ASC LIMIT 1
"Find the names of all the products whose stock number starts with ""2""."|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, product_stock_number VARCHAR)|"SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%"""|SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE '2%';
Find the names of catalog entries with level number 8.|CREATE TABLE Catalog_Contents_Additional_Attributes (catalog_entry_id VARCHAR, catalog_level_number VARCHAR); CREATE TABLE Catalog_Contents (catalog_entry_name VARCHAR, catalog_entry_id VARCHAR)|"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id = t2.catalog_entry_id WHERE t2.catalog_level_number = ""8"""|SELECT T1.catalog_entry_name FROM Catalog_Contents AS T1 JOIN Catalog_Contents_Additional_Attributes AS T2 ON T1.catalog_entry_id  =  T2.catalog_entry_id WHERE T2.catalog_level_number  =  '8'
