question|context|answer|sql_generado
What is the name of each camera lens and the number of photos taken by it? Order the result by the count of photos.|CREATE TABLE photos (camera_lens_id VARCHAR); CREATE TABLE camera_lens (name VARCHAR, id VARCHAR)|SELECT T1.name, COUNT(*) FROM camera_lens AS T1 JOIN photos AS T2 ON T1.id = T2.camera_lens_id GROUP BY T1.id ORDER BY COUNT(*)|SELECT T2.name, COUNT(*) FROM photos AS T1 JOIN camera_lens AS T2 ON T1.camera_lens_id = T2.id GROUP BY T2.name ORDER BY COUNT(*) DESC
Find the names of channels that are not owned by CCTV.|CREATE TABLE channel (name VARCHAR, OWNER VARCHAR)|SELECT name FROM channel WHERE OWNER <> 'CCTV'|SELECT name FROM channel WHERE OWNER <> 'CCTV'
List all channel names ordered by their rating in percent from big to small.|CREATE TABLE channel (name VARCHAR, rating_in_percent VARCHAR)|SELECT name FROM channel ORDER BY rating_in_percent DESC|SELECT name FROM channel ORDER BY CAST(REPLACE(rating_in_percent, '%', '') AS DECIMAL) DESC
What is the owner of the channel that has the highest rating ratio?|CREATE TABLE channel (OWNER VARCHAR, rating_in_percent VARCHAR)|SELECT OWNER FROM channel ORDER BY rating_in_percent DESC LIMIT 1|SELECT OWNER FROM channel ORDER BY CAST(REPLACE(rating_in_percent, '%', '') AS REAL) DESC LIMIT 1
how many programs are there?|CREATE TABLE program (Id VARCHAR)|SELECT COUNT(*) FROM program|SELECT COUNT(*) FROM program
list all the names of programs, ordering by launch time.|CREATE TABLE program (name VARCHAR, launch VARCHAR)|SELECT name FROM program ORDER BY launch|SELECT name FROM program ORDER BY launch
List the name, origin and owner of each program.|CREATE TABLE program (name VARCHAR, origin VARCHAR, OWNER VARCHAR)|SELECT name, origin, OWNER FROM program|SELECT name, origin, OWNER FROM program
find the name of the program that was launched most recently.|CREATE TABLE program (name VARCHAR, launch VARCHAR)|SELECT name FROM program ORDER BY launch DESC LIMIT 1|SELECT name FROM program ORDER BY launch DESC LIMIT 1
find the total percentage share of all channels owned by CCTV.|CREATE TABLE channel (Share_in_percent INTEGER, OWNER VARCHAR)|SELECT SUM(Share_in_percent) FROM channel WHERE OWNER = 'CCTV'|SELECT SUM(Share_in_percent) FROM channel WHERE OWNER = 'CCTV'
Find the names of the channels that are broadcast in the morning.|CREATE TABLE channel (name VARCHAR, channel_id VARCHAR); CREATE TABLE broadcast (channel_id VARCHAR, time_of_day VARCHAR)|SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Morning'|SELECT T1.name FROM channel AS T1 JOIN broadcast AS T2 ON T1.channel_id = T2.channel_id WHERE T2.time_of_day = 'morning'
what are the names of the channels that broadcast in both morning and night?|CREATE TABLE channel (name VARCHAR, channel_id VARCHAR); CREATE TABLE broadcast (channel_id VARCHAR, time_of_day VARCHAR)|SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Morning' INTERSECT SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Night'|SELECT T1.name FROM channel AS T1 JOIN broadcast AS T2 ON T1.channel_id = T2.channel_id WHERE T2.time_of_day = 'morning' INTERSECT SELECT T1.name FROM channel AS T1 JOIN broadcast AS T2 ON T1.channel_id = T2.channel_id WHERE T2.time_of_day = 'night'
how many programs are broadcast in each time section of the day?|CREATE TABLE broadcast (time_of_day VARCHAR)|SELECT COUNT(*), time_of_day FROM broadcast GROUP BY time_of_day|SELECT time_of_day, COUNT(*) FROM broadcast GROUP BY time_of_day
find the number of different programs that are broadcast during night time.|CREATE TABLE broadcast (program_id VARCHAR, time_of_day VARCHAR)|SELECT COUNT(DISTINCT program_id) FROM broadcast WHERE time_of_day = 'Night'|SELECT COUNT(DISTINCT program_id) FROM broadcast WHERE time_of_day = 'night'
Find the names of programs that are never broadcasted in the morning.|CREATE TABLE broadcast (program_id VARCHAR, Time_of_day VARCHAR); CREATE TABLE program (name VARCHAR, program_id VARCHAR); CREATE TABLE program (name VARCHAR)|"SELECT name FROM program EXCEPT SELECT t1.name FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Morning"""|SELECT T1.name FROM program AS T1 WHERE T1.program_id NOT IN (SELECT T2.program_id FROM broadcast AS T2 WHERE T2.Time_of_day = 'Morning')
find the program owners that have some programs in both morning and night time.|CREATE TABLE broadcast (program_id VARCHAR, Time_of_day VARCHAR); CREATE TABLE program (owner VARCHAR, program_id VARCHAR)|"SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Morning"" INTERSECT SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Night"""|SELECT T2.owner FROM broadcast AS T1 JOIN program AS T2 ON T1.program_id = T2.program_id WHERE T1.Time_of_day = 'Morning' INTERSECT SELECT T2.owner FROM broadcast AS T1 JOIN program AS T2 ON T1.program_id = T2.program_id WHERE T1.Time_of_day = 'Night'
List all program origins in the alphabetical order.|CREATE TABLE program (origin VARCHAR)|SELECT origin FROM program ORDER BY origin|SELECT origin FROM program ORDER BY origin
what is the number of different channel owners?|CREATE TABLE channel (OWNER VARCHAR)|SELECT COUNT(DISTINCT OWNER) FROM channel|SELECT COUNT(DISTINCT OWNER) FROM channel
find the names of programs whose origin is not in Beijing.|CREATE TABLE program (name VARCHAR, origin VARCHAR)|SELECT name FROM program WHERE origin <> 'Beijing'|SELECT name FROM program WHERE origin <> 'Beijing'
What are the names of the channels owned by CCTV or HBS?|CREATE TABLE channel (name VARCHAR, OWNER VARCHAR)|SELECT name FROM channel WHERE OWNER = 'CCTV' OR OWNER = 'HBS'|SELECT name FROM channel WHERE OWNER IN ('CCTV', 'HBS')
Find the total rating ratio for each channel owner.|CREATE TABLE channel (OWNER VARCHAR, Rating_in_percent INTEGER)|SELECT SUM(Rating_in_percent), OWNER FROM channel GROUP BY OWNER|SELECT OWNER, SUM(Rating_in_percent) FROM channel GROUP BY OWNER
Find the name of the program that is broadcast most frequently.|CREATE TABLE program (name VARCHAR, program_id VARCHAR); CREATE TABLE broadcast (program_id VARCHAR)|SELECT t1.name FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id GROUP BY t2.program_id ORDER BY COUNT(*) DESC LIMIT 1|SELECT T1.name FROM program AS T1 JOIN broadcast AS T2 ON T1.program_id = T2.program_id GROUP BY T1.name ORDER BY COUNT(*) DESC LIMIT 1
How many courses are there in total?|CREATE TABLE COURSES (Id VARCHAR)|SELECT COUNT(*) FROM COURSES|SELECT COUNT(*) FROM COURSES
"What are the descriptions of the courses with name ""database""?"|CREATE TABLE COURSES (course_description VARCHAR, course_name VARCHAR)|"SELECT course_description FROM COURSES WHERE course_name = ""database"""|SELECT course_description FROM COURSES WHERE course_name = 'database'
"What are the addresses of the course authors or tutors with personal name ""Cathrine"""|CREATE TABLE Course_Authors_and_Tutors (address_line_1 VARCHAR, personal_name VARCHAR)|"SELECT address_line_1 FROM Course_Authors_and_Tutors WHERE personal_name = ""Cathrine"""|SELECT address_line_1 FROM Course_Authors_and_Tutors WHERE personal_name = 'Cathrine'
List the addresses of all the course authors or tutors.|CREATE TABLE Course_Authors_and_Tutors (address_line_1 VARCHAR)|SELECT address_line_1 FROM Course_Authors_and_Tutors|SELECT address_line_1 FROM Course_Authors_and_Tutors
List all the login names and family names of course author and tutors.|CREATE TABLE Course_Authors_and_Tutors (login_name VARCHAR, family_name VARCHAR)|SELECT login_name, family_name FROM Course_Authors_and_Tutors|SELECT login_name, family_name FROM Course_Authors_and_Tutors
List all the dates of enrollment and completion of students.|CREATE TABLE Student_Course_Enrolment (date_of_enrolment VARCHAR, date_of_completion VARCHAR)|SELECT date_of_enrolment, date_of_completion FROM Student_Course_Enrolment|SELECT date_of_enrolment, date_of_completion FROM Student_Course_Enrolment
How many distinct students are enrolled in courses?|CREATE TABLE Student_Course_Enrolment (student_id VARCHAR)|SELECT COUNT(DISTINCT student_id) FROM Student_Course_Enrolment|SELECT COUNT(DISTINCT student_id) FROM Student_Course_Enrolment
How many distinct courses are enrolled in by students?|CREATE TABLE Student_Course_Enrolment (course_id VARCHAR)|SELECT COUNT(course_id) FROM Student_Course_Enrolment|SELECT COUNT(DISTINCT course_id) FROM Student_Course_Enrolment
"Find the dates of the tests taken with result ""Pass""."|CREATE TABLE Student_Tests_Taken (date_test_taken VARCHAR, test_result VARCHAR)|"SELECT date_test_taken FROM Student_Tests_Taken WHERE test_result = ""Pass"""|SELECT date_test_taken FROM Student_Tests_Taken WHERE test_result = 'Pass'
"How many tests have result ""Fail""?"|CREATE TABLE Student_Tests_Taken (test_result VARCHAR)|"SELECT COUNT(*) FROM Student_Tests_Taken WHERE test_result = ""Fail"""|SELECT COUNT(*) FROM Student_Tests_Taken WHERE test_result = 'Fail'
"What are the login names of the students with family name ""Ward""?"|CREATE TABLE Students (login_name VARCHAR, family_name VARCHAR)|"SELECT login_name FROM Students WHERE family_name = ""Ward"""|SELECT login_name FROM Students WHERE family_name = 'Ward'
"What are the dates of the latest logon of the students with family name ""Jaskolski"" or ""Langosh""?"|CREATE TABLE Students (date_of_latest_logon VARCHAR, family_name VARCHAR)|"SELECT date_of_latest_logon FROM Students WHERE family_name = ""Jaskolski"" OR family_name = ""Langosh"""|SELECT date_of_latest_logon FROM Students WHERE family_name = 'Jaskolski' OR family_name = 'Langosh'
"How many students have personal names that contain the word ""son""?"|CREATE TABLE Students (personal_name VARCHAR)|"SELECT COUNT(*) FROM Students WHERE personal_name LIKE ""%son%"""|SELECT COUNT(*) FROM Students WHERE personal_name LIKE '%son%'
List all the subject names.|CREATE TABLE SUBJECTS (subject_name VARCHAR)|SELECT subject_name FROM SUBJECTS|SELECT subject_name FROM SUBJECTS
List all the information about course authors and tutors in alphabetical order of the personal name.|CREATE TABLE Course_Authors_and_Tutors (personal_name VARCHAR)|SELECT * FROM Course_Authors_and_Tutors ORDER BY personal_name|SELECT personal_name FROM Course_Authors_and_Tutors ORDER BY personal_name
List the personal names and family names of all the students in alphabetical order of family name.|CREATE TABLE Students (personal_name VARCHAR, family_name VARCHAR)|SELECT personal_name, family_name FROM Students ORDER BY family_name|SELECT personal_name, family_name FROM Students ORDER BY family_name ASC
List each test result and its count in descending order of count.|CREATE TABLE Student_Tests_Taken (test_result VARCHAR)|SELECT test_result, COUNT(*) FROM Student_Tests_Taken GROUP BY test_result ORDER BY COUNT(*) DESC|SELECT test_result, COUNT(*) FROM Student_Tests_Taken GROUP BY test_result ORDER BY COUNT(*) DESC
"Find the login name of the course author that teaches the course with name ""advanced database""."|CREATE TABLE Courses (author_id VARCHAR, course_name VARCHAR); CREATE TABLE Course_Authors_and_Tutors (login_name VARCHAR, author_id VARCHAR)|"SELECT T1.login_name FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id = T2.author_id WHERE T2.course_name = ""advanced database"""|SELECT T2.login_name FROM Courses AS T1 JOIN Course_Authors_and_Tutors AS T2 ON T1.author_id = T2.author_id WHERE T1.course_name = 'advanced database'
"Find the addresses of the course authors who teach the course with name ""operating system"" or ""data structure""."|CREATE TABLE Courses (author_id VARCHAR, course_name VARCHAR); CREATE TABLE Course_Authors_and_Tutors (address_line_1 VARCHAR, author_id VARCHAR)|"SELECT T1.address_line_1 FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id = T2.author_id WHERE T2.course_name = ""operating system"" OR T2.course_name = ""data structure"""|SELECT T2.address_line_1 FROM Courses AS T1 JOIN Course_Authors_and_Tutors AS T2 ON T1.author_id = T2.author_id WHERE T1.course_name IN ('operating system', 'data structure')
Find the personal name, family name, and author ID of the course author that teaches the most courses.|CREATE TABLE Courses (author_id VARCHAR); CREATE TABLE Course_Authors_and_Tutors (personal_name VARCHAR, family_name VARCHAR, author_id VARCHAR)|SELECT T1.personal_name, T1.family_name, T2.author_id FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id = T2.author_id GROUP BY T2.author_id ORDER BY COUNT(*) DESC LIMIT 1|SELECT T2.personal_name, T2.family_name, T2.author_id FROM Courses AS T1 JOIN Course_Authors_and_Tutors AS T2 ON T1.author_id = T2.author_id GROUP BY T2.author_id ORDER BY COUNT(*) DESC LIMIT 1
Find the addresses and author IDs of the course authors that teach at least two courses.|CREATE TABLE Courses (author_id VARCHAR); CREATE TABLE Course_Authors_and_Tutors (address_line_1 VARCHAR, author_id VARCHAR)|SELECT T1.address_line_1, T2.author_id FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id = T2.author_id GROUP BY T2.author_id HAVING COUNT(*) >= 2|SELECT T2.address_line_1, T2.author_id FROM Courses AS T1 JOIN Course_Authors_and_Tutors AS T2 ON T1.author_id = T2.author_id GROUP BY T2.author_id, T2.address_line_1 HAVING COUNT(*) >= 2
"Find the names of courses taught by the tutor who has personal name ""Julio""."|CREATE TABLE Course_Authors_and_Tutors (author_id VARCHAR, personal_name VARCHAR); CREATE TABLE Courses (course_name VARCHAR, author_id VARCHAR)|"SELECT T2.course_name FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id = T2.author_id WHERE T1.personal_name = ""Julio"""|SELECT T2.course_name FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id = T2.author_id WHERE T1.personal_name = 'Julio'
"Find the names and descriptions of courses that belong to the subject named ""Computer Science""."|CREATE TABLE Courses (course_name VARCHAR, course_description VARCHAR, subject_id VARCHAR); CREATE TABLE Subjects (subject_id VARCHAR, subject_name VARCHAR)|"SELECT T1.course_name, T1.course_description FROM Courses AS T1 JOIN Subjects AS T2 ON T1.subject_id = T2.subject_id WHERE T2.subject_name = ""Computer Science"""|SELECT T1.course_name, T1.course_description FROM Courses AS T1 JOIN Subjects AS T2 ON T1.subject_id = T2.subject_id WHERE T2.subject_name = 'Computer Science'
Find the subject ID, subject name, and the corresponding number of available courses for each subject.|CREATE TABLE Courses (subject_id VARCHAR); CREATE TABLE Subjects (subject_name VARCHAR, subject_id VARCHAR)|SELECT T1.subject_id, T2.subject_name, COUNT(*) FROM Courses AS T1 JOIN Subjects AS T2 ON T1.subject_id = T2.subject_id GROUP BY T1.subject_id|SELECT T2.subject_id, T2.subject_name, COUNT(T1.subject_id) FROM Courses AS T1 JOIN Subjects AS T2 ON T1.subject_id = T2.subject_id GROUP BY T2.subject_id, T2.subject_name
Find the subject ID, name of subject and the corresponding number of courses for each subject, and sort by the course count in ascending order.|CREATE TABLE Courses (subject_id VARCHAR); CREATE TABLE Subjects (subject_name VARCHAR, subject_id VARCHAR)|SELECT T1.subject_id, T2.subject_name, COUNT(*) FROM Courses AS T1 JOIN Subjects AS T2 ON T1.subject_id = T2.subject_id GROUP BY T1.subject_id ORDER BY COUNT(*)|SELECT T1.subject_id, T2.subject_name, COUNT(*) FROM Courses AS T1 JOIN Subjects AS T2 ON T1.subject_id = T2.subject_id GROUP BY T1.subject_id, T2.subject_name ORDER BY COUNT(*)
"What is the date of enrollment of the course named ""Spanish""?"|CREATE TABLE Student_Course_Enrolment (date_of_enrolment VARCHAR, course_id VARCHAR); CREATE TABLE Courses (course_id VARCHAR, course_name VARCHAR)|"SELECT T2.date_of_enrolment FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""Spanish"""|SELECT T1.date_of_enrolment FROM Student_Course_Enrolment AS T1 JOIN Courses AS T2 ON T1.course_id = T2.course_id WHERE T2.course_name = 'Spanish'
What is the name of the course that has the most student enrollment?|CREATE TABLE Courses (course_name VARCHAR, course_id VARCHAR); CREATE TABLE Student_Course_Enrolment (course_id VARCHAR)|SELECT T1.course_name FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name ORDER BY COUNT(*) DESC LIMIT 1|SELECT T1.course_name FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name ORDER BY COUNT(T2.course_id) DESC LIMIT 1
What are the names of the courses that have exactly 1 student enrollment?|CREATE TABLE Courses (course_name VARCHAR, course_id VARCHAR); CREATE TABLE Student_Course_Enrolment (course_id VARCHAR)|SELECT T1.course_name FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name HAVING COUNT(*) = 1|SELECT T1.course_name FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id GROUP BY T2.course_id HAVING COUNT(*) = 1
What are the descriptions and names of the courses that have student enrollment bigger than 2?|CREATE TABLE Student_Course_Enrolment (course_id VARCHAR); CREATE TABLE Courses (course_description VARCHAR, course_name VARCHAR, course_id VARCHAR)|SELECT T1.course_description, T1.course_name FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name HAVING COUNT(*) > 2|SELECT T2.course_description, T2.course_name FROM Student_Course_Enrolment AS T1 JOIN Courses AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_id HAVING COUNT(*) > 2
What is the name of each course and the corresponding number of student enrollment?|CREATE TABLE Courses (course_name VARCHAR, course_id VARCHAR); CREATE TABLE Student_Course_Enrolment (course_id VARCHAR)|SELECT T1.course_name, COUNT(*) FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name|SELECT T1.course_name, COUNT(T2.course_id) FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name
"What are the enrollment dates of all the tests that have result ""Pass""?"|CREATE TABLE Student_Tests_Taken (registration_id VARCHAR, test_result VARCHAR); CREATE TABLE Student_Course_Enrolment (date_of_enrolment VARCHAR, registration_id VARCHAR)|"SELECT T1.date_of_enrolment FROM Student_Course_Enrolment AS T1 JOIN Student_Tests_Taken AS T2 ON T1.registration_id = T2.registration_id WHERE T2.test_result = ""Pass"""|SELECT T2.date_of_enrolment FROM Student_Tests_Taken AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.registration_id = T2.registration_id WHERE T1.test_result = 'Pass'
"What are the completion dates of all the tests that have result ""Fail""?"|CREATE TABLE Student_Tests_Taken (registration_id VARCHAR, test_result VARCHAR); CREATE TABLE Student_Course_Enrolment (date_of_completion VARCHAR, registration_id VARCHAR)|"SELECT T1.date_of_completion FROM Student_Course_Enrolment AS T1 JOIN Student_Tests_Taken AS T2 ON T1.registration_id = T2.registration_id WHERE T2.test_result = ""Fail"""|SELECT T2.date_of_completion FROM Student_Tests_Taken AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.registration_id = T2.registration_id WHERE T1.test_result = 'Fail'
"List the dates of enrollment and completion of the student with personal name ""Karson""."|CREATE TABLE Student_Course_Enrolment (date_of_enrolment VARCHAR, date_of_completion VARCHAR, student_id VARCHAR); CREATE TABLE Students (student_id VARCHAR, personal_name VARCHAR)|"SELECT T1.date_of_enrolment, T1.date_of_completion FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id WHERE T2.personal_name = ""Karson"""|SELECT T1.date_of_enrolment, T1.date_of_completion FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id WHERE T2.personal_name = 'Karson'
"List the dates of enrollment and completion of the student with family name ""Zieme"" and personal name ""Bernie""."|CREATE TABLE Student_Course_Enrolment (date_of_enrolment VARCHAR, date_of_completion VARCHAR, student_id VARCHAR); CREATE TABLE Students (student_id VARCHAR, family_name VARCHAR, personal_name VARCHAR)|"SELECT T1.date_of_enrolment, T1.date_of_completion FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id WHERE T2.family_name = ""Zieme"" AND T2.personal_name = ""Bernie"""|SELECT T1.date_of_enrolment, T1.date_of_completion FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id WHERE T2.family_name = 'Zieme' AND T2.personal_name = 'Bernie'
Find the student ID and login name of the student with the most course enrollments|CREATE TABLE Student_Course_Enrolment (student_id VARCHAR); CREATE TABLE Students (login_name VARCHAR, student_id VARCHAR)|SELECT T1.student_id, T2.login_name FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY COUNT(*) DESC LIMIT 1|SELECT T2.student_id, T2.login_name FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id, T2.student_id, T2.login_name ORDER BY COUNT(*) DESC LIMIT 1
Find the student ID and personal name of the student with at least two enrollments.|CREATE TABLE Student_Course_Enrolment (student_id VARCHAR); CREATE TABLE Students (personal_name VARCHAR, student_id VARCHAR)|SELECT T1.student_id, T2.personal_name FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id HAVING COUNT(*) >= 2|SELECT T1.student_id, T2.personal_name FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id, T2.personal_name HAVING COUNT(*) >= 2
Find the student ID and middle name for all the students with at most two enrollments.|CREATE TABLE Student_Course_Enrolment (student_id VARCHAR); CREATE TABLE Students (middle_name VARCHAR, student_id VARCHAR)|SELECT T1.student_id, T2.middle_name FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id HAVING COUNT(*) <= 2|SELECT T2.student_id, T2.middle_name FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id, T2.student_id, T2.middle_name HAVING COUNT(*) <= 2
Find the personal names of students not enrolled in any course.|CREATE TABLE Student_Course_Enrolment (student_id VARCHAR); CREATE TABLE Students (personal_name VARCHAR); CREATE TABLE Students (personal_name VARCHAR, student_id VARCHAR)|SELECT personal_name FROM Students EXCEPT SELECT T1.personal_name FROM Students AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.student_id = T2.student_id|SELECT T1.personal_name FROM Students AS T1 LEFT JOIN Student_Course_Enrolment AS T2 ON T1.student_id = T2.student_id WHERE T2.student_id IS NULL
How many students did not have any course enrollment?|CREATE TABLE Students (student_id VARCHAR); CREATE TABLE Student_Course_Enrolment (student_id VARCHAR)|SELECT COUNT(*) FROM Students WHERE NOT student_id IN (SELECT student_id FROM Student_Course_Enrolment)|SELECT COUNT(T1.student_id) FROM Students AS T1 LEFT JOIN Student_Course_Enrolment AS T2 ON T1.student_id = T2.student_id WHERE T2.student_id IS NULL
Find the common login name of course authors and students.|CREATE TABLE Course_Authors_and_Tutors (login_name VARCHAR); CREATE TABLE Students (login_name VARCHAR)|SELECT login_name FROM Course_Authors_and_Tutors INTERSECT SELECT login_name FROM Students|SELECT T1.login_name FROM Course_Authors_and_Tutors AS T1 JOIN Students AS T2 ON T1.login_name = T2.login_name
Find the common personal name of course authors and students.|CREATE TABLE Course_Authors_and_Tutors (personal_name VARCHAR); CREATE TABLE Students (personal_name VARCHAR)|SELECT personal_name FROM Course_Authors_and_Tutors INTERSECT SELECT personal_name FROM Students|SELECT T1.personal_name FROM Course_Authors_and_Tutors AS T1 JOIN Students AS T2 ON T1.personal_name = T2.personal_name
Which claims caused more than 2 settlements or have the maximum claim value? List the date the claim was made and the claim id.|CREATE TABLE Settlements (Claim_id VARCHAR); CREATE TABLE Claims (Amount_Claimed INTEGER); CREATE TABLE Claims (Date_Claim_Made VARCHAR, Claim_id VARCHAR, Amount_Claimed INTEGER)|SELECT T1.Date_Claim_Made, T1.Claim_id FROM Claims AS T1 JOIN Settlements AS T2 ON T1.Claim_id = T2.Claim_id GROUP BY T1.Claim_id HAVING COUNT(*) > 2 UNION SELECT T1.Date_Claim_Made, T1.Claim_id FROM Claims AS T1 JOIN Settlements AS T2 ON T1.Claim_id = T2.Claim_id WHERE T1.Amount_Claimed = (SELECT MAX(Amount_Claimed) FROM Claims)|SELECT T2.Date_Claim_Made, T2.Claim_id FROM Settlements AS T1 JOIN Claims AS T2 ON T1.Claim_id = T2.Claim_id WHERE T1.Claim_id IN (SELECT Claim_id FROM Settlements GROUP BY Claim_id HAVING COUNT(*) > 2) OR T2.Amount_Claimed = (SELECT MAX(Amount_Claimed) FROM Claims)
Which customer had at least 2 policies but did not file any claims? List the customer details and id.|CREATE TABLE Customers (customer_details VARCHAR, customer_id VARCHAR, Customer_id VARCHAR); CREATE TABLE Customer_Policies (customer_id VARCHAR, policy_id VARCHAR); CREATE TABLE Claims (policy_id VARCHAR)|SELECT T1.customer_details, T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id = T2.customer_id GROUP BY T1.customer_id HAVING COUNT(*) >= 2 EXCEPT SELECT T1.customer_details, T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id = T2.customer_id JOIN Claims AS T3 ON T2.policy_id = T3.policy_id|SELECT T1.customer_details, T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.customer_id = T2.customer_id GROUP BY T1.customer_id HAVING SUM(CASE WHEN T2.policy_id IS NOT NULL THEN 1 ELSE 0 END) >= 2 EXCEPT SELECT T1.customer_details, T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.customer_id = T2.customer_id JOIN Claims AS T3 ON T2.policy_id = T3.policy_id
List the method, date and amount of all the payments, in ascending order of date.|CREATE TABLE Payments (Payment_Method_Code VARCHAR, Date_Payment_Made VARCHAR, Amount_Payment VARCHAR)|SELECT Payment_Method_Code, Date_Payment_Made, Amount_Payment FROM Payments ORDER BY Date_Payment_Made|SELECT Payment_Method_Code, Date_Payment_Made, Amount_Payment FROM Payments ORDER BY Date_Payment_Made ASC
Among all the claims, what is the settlement amount of the claim with the largest claim amount? List both the settlement amount and claim amount.|CREATE TABLE Claims (Amount_Settled VARCHAR, Amount_Claimed VARCHAR)|SELECT Amount_Settled, Amount_Claimed FROM Claims ORDER BY Amount_Claimed DESC LIMIT 1|SELECT Amount_Settled, Amount_Claimed FROM Claims ORDER BY CAST(Amount_Claimed AS DECIMAL) DESC LIMIT 1
Among all the claims, what is the amount claimed in the claim with the least amount settled? List both the settlement amount and claim amount.|CREATE TABLE Claims (Amount_Settled VARCHAR, Amount_Claimed VARCHAR)|SELECT Amount_Settled, Amount_Claimed FROM Claims ORDER BY Amount_Settled LIMIT 1|SELECT Amount_Settled, Amount_Claimed FROM Claims ORDER BY Amount_Settled ASC LIMIT 1
Among all the claims, which claims have a claimed amount larger than the average? List the date the claim was made and the date it was settled.|CREATE TABLE Claims (Date_Claim_Made VARCHAR, Date_Claim_Settled VARCHAR, Amount_Claimed INTEGER)|SELECT Date_Claim_Made, Date_Claim_Settled FROM Claims WHERE Amount_Claimed > (SELECT AVG(Amount_Claimed) FROM Claims)|SELECT Date_Claim_Made, Date_Claim_Settled FROM Claims WHERE Amount_Claimed > (SELECT AVG(Amount_Claimed) FROM Claims)
Among all the claims, which settlements have a claimed amount that is no more than the average? List the claim start date.|CREATE TABLE Claims (Date_Claim_Made VARCHAR, Amount_Settled INTEGER)|SELECT Date_Claim_Made FROM Claims WHERE Amount_Settled <= (SELECT AVG(Amount_Settled) FROM Claims)|SELECT Date_Claim_Made FROM Claims WHERE Amount_Settled <= (SELECT AVG(Amount_Settled) FROM Claims)
