question|context|answer|sql_generado
Find the names of users who have more than one tweet.|CREATE TABLE tweets (uid VARCHAR); CREATE TABLE user_profiles (name VARCHAR, uid VARCHAR)|SELECT T1.name FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid = T2.uid GROUP BY T2.uid HAVING COUNT(*) > 1|SELECT T2.name FROM tweets AS T1 JOIN user_profiles AS T2 ON T1.uid = T2.uid GROUP BY T1.uid HAVING COUNT(*) > 1
Find the id of users who are followed by Mary and Susan.|CREATE TABLE follows (f1 VARCHAR, f2 VARCHAR); CREATE TABLE user_profiles (uid VARCHAR, name VARCHAR)|"SELECT T2.f1 FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f2 WHERE T1.name = ""Mary"" INTERSECT SELECT T2.f1 FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f2 WHERE T1.name = ""Susan"""|SELECT T1.f1 FROM follows AS T1 JOIN user_profiles AS T2 ON T1.f1 = T2.uid WHERE T2.name = 'Mary' INTERSECT SELECT T1.f1 FROM follows AS T1 JOIN user_profiles AS T2 ON T1.f1 = T2.uid WHERE T2.name = 'Susan'
Find the id of users who are followed by Mary or Susan.|CREATE TABLE follows (f1 VARCHAR, f2 VARCHAR); CREATE TABLE user_profiles (uid VARCHAR, name VARCHAR)|"SELECT T2.f1 FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f2 WHERE T1.name = ""Mary"" OR T1.name = ""Susan"""|SELECT T1.f1 FROM follows AS T1 JOIN user_profiles AS T2 ON T1.f1 = T2.uid WHERE T2.name = 'Mary' OR T2.name = 'Susan'
Find the name of the user who has the largest number of followers.|CREATE TABLE user_profiles (name VARCHAR, followers VARCHAR)|SELECT name FROM user_profiles ORDER BY followers DESC LIMIT 1|SELECT name FROM user_profiles ORDER BY followers DESC LIMIT 1
Find the name and email of the user followed by the least number of people.|CREATE TABLE user_profiles (name VARCHAR, email VARCHAR, followers VARCHAR)|SELECT name, email FROM user_profiles ORDER BY followers LIMIT 1|SELECT name, email FROM user_profiles ORDER BY followers ASC LIMIT 1
List the name and number of followers for each user, and sort the results by the number of followers in descending order.|CREATE TABLE user_profiles (name VARCHAR, followers VARCHAR)|SELECT name, followers FROM user_profiles ORDER BY followers DESC|SELECT name, followers FROM user_profiles ORDER BY followers DESC
List the names of 5 users followed by the largest number of other users.|CREATE TABLE user_profiles (name VARCHAR, followers VARCHAR)|SELECT name FROM user_profiles ORDER BY followers DESC LIMIT 5|SELECT name FROM user_profiles ORDER BY followers DESC LIMIT 5
List the text of all tweets in the order of date.|CREATE TABLE tweets (text VARCHAR, createdate VARCHAR)|SELECT text FROM tweets ORDER BY createdate|SELECT text FROM tweets ORDER BY createdate
Find the name of each user and number of tweets tweeted by each of them.|CREATE TABLE tweets (uid VARCHAR); CREATE TABLE user_profiles (name VARCHAR, uid VARCHAR)|SELECT T1.name, COUNT(*) FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid = T2.uid GROUP BY T2.uid|SELECT T2.name, COUNT(T1.uid) FROM tweets AS T1 JOIN user_profiles AS T2 ON T1.uid = T2.uid GROUP BY T2.name
Find the name and partition id for users who tweeted less than twice.|CREATE TABLE user_profiles (name VARCHAR, partitionid VARCHAR, uid VARCHAR); CREATE TABLE tweets (uid VARCHAR)|SELECT T1.name, T1.partitionid FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid = T2.uid GROUP BY T2.uid HAVING COUNT(*) < 2|SELECT T1.name, T1.partitionid FROM user_profiles AS T1 JOIN (SELECT uid, COUNT(*) AS tweet_count FROM tweets GROUP BY uid HAVING COUNT(*) < 2) AS T2 ON T1.uid = T2.uid
Find the name of the user who tweeted more than once, and number of tweets tweeted by them.|CREATE TABLE tweets (uid VARCHAR); CREATE TABLE user_profiles (name VARCHAR, uid VARCHAR)|SELECT T1.name, COUNT(*) FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.uid = T2.uid GROUP BY T2.uid HAVING COUNT(*) > 1|SELECT T2.name, COUNT(T1.uid) FROM tweets AS T1 JOIN user_profiles AS T2 ON T1.uid = T2.uid GROUP BY T1.uid, T2.name HAVING COUNT(T1.uid) > 1
Find the average number of followers for the users who do not have any tweet.|CREATE TABLE user_profiles (followers INTEGER, UID VARCHAR); CREATE TABLE tweets (followers INTEGER, UID VARCHAR)|SELECT AVG(followers) FROM user_profiles WHERE NOT UID IN (SELECT UID FROM tweets)|SELECT AVG(T1.followers) FROM user_profiles AS T1 LEFT JOIN tweets AS T2 ON T1.UID = T2.UID WHERE T2.UID IS NULL
Find the average number of followers for the users who had some tweets.|CREATE TABLE user_profiles (followers INTEGER, UID VARCHAR); CREATE TABLE tweets (followers INTEGER, UID VARCHAR)|SELECT AVG(followers) FROM user_profiles WHERE UID IN (SELECT UID FROM tweets)|SELECT AVG(T1.followers) FROM user_profiles AS T1 JOIN tweets AS T2 ON T1.UID = T2.UID
Find the maximum and total number of followers of all users.|CREATE TABLE user_profiles (followers INTEGER)|SELECT MAX(followers), SUM(followers) FROM user_profiles|SELECT MAX(followers), SUM(followers) FROM user_profiles
Find the names of all the catalog entries.|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR)|SELECT DISTINCT (catalog_entry_name) FROM catalog_contents|SELECT catalog_entry_name FROM catalog_contents
Find the list of attribute data types possessed by more than 3 attribute definitions.|CREATE TABLE Attribute_Definitions (attribute_data_type VARCHAR)|SELECT attribute_data_type FROM Attribute_Definitions GROUP BY attribute_data_type HAVING COUNT(*) > 3|SELECT attribute_data_type FROM Attribute_Definitions GROUP BY attribute_data_type HAVING COUNT(*) > 3
"What is the attribute data type of the attribute with name ""Green""?"|CREATE TABLE Attribute_Definitions (attribute_data_type VARCHAR, attribute_name VARCHAR)|"SELECT attribute_data_type FROM Attribute_Definitions WHERE attribute_name = ""Green"""|SELECT attribute_data_type FROM Attribute_Definitions WHERE attribute_name = 'Green'
Find the name and level of catalog structure with level between 5 and 10.|CREATE TABLE Catalog_Structure (catalog_level_name VARCHAR, catalog_level_number INTEGER)|SELECT catalog_level_name, catalog_level_number FROM Catalog_Structure WHERE catalog_level_number BETWEEN 5 AND 10|SELECT catalog_level_name, catalog_level_number FROM Catalog_Structure WHERE catalog_level_number BETWEEN 5 AND 10
"Find all the catalog publishers whose name contains ""Murray"""|CREATE TABLE catalogs (catalog_publisher VARCHAR)|"SELECT DISTINCT (catalog_publisher) FROM catalogs WHERE catalog_publisher LIKE ""%Murray%"""|SELECT catalog_publisher FROM catalogs WHERE catalog_publisher LIKE '%Murray%'
Which catalog publisher has published the most catalogs?|CREATE TABLE catalogs (catalog_publisher VARCHAR)|SELECT catalog_publisher FROM catalogs GROUP BY catalog_publisher ORDER BY COUNT(*) DESC LIMIT 1|SELECT catalog_publisher FROM catalogs GROUP BY catalog_publisher ORDER BY COUNT(*) DESC LIMIT 1
Find the names and publication dates of all catalogs that have catalog level number greater than 5.|CREATE TABLE catalogs (catalog_name VARCHAR, date_of_publication VARCHAR, catalog_id VARCHAR); CREATE TABLE catalog_structure (catalog_id VARCHAR)|SELECT t1.catalog_name, t1.date_of_publication FROM catalogs AS t1 JOIN catalog_structure AS t2 ON t1.catalog_id = t2.catalog_id WHERE catalog_level_number > 5|SELECT catalog_name, date_of_publication FROM catalogs
What are the entry names of catalog with the attribute possessed by most entries.|CREATE TABLE Catalog_Contents_Additional_Attributes (catalog_entry_id VARCHAR, attribute_value VARCHAR); CREATE TABLE Catalog_Contents (catalog_entry_name VARCHAR, catalog_entry_id VARCHAR); CREATE TABLE Catalog_Contents_Additional_Attributes (attribute_value VARCHAR)|SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id = t2.catalog_entry_id WHERE t2.attribute_value = (SELECT attribute_value FROM Catalog_Contents_Additional_Attributes GROUP BY attribute_value ORDER BY COUNT(*) DESC LIMIT 1)|SELECT T2.catalog_entry_name FROM Catalog_Contents AS T2 JOIN Catalog_Contents_Additional_Attributes AS T1 ON T1.catalog_entry_id = T2.catalog_entry_id GROUP BY T2.catalog_entry_id ORDER BY COUNT(*) DESC LIMIT 1
What is the entry name of the most expensive catalog (in USD)?|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, price_in_dollars VARCHAR)|SELECT catalog_entry_name FROM catalog_contents ORDER BY price_in_dollars DESC LIMIT 1|SELECT catalog_entry_name FROM catalog_contents ORDER BY CAST(price_in_dollars AS DECIMAL) DESC LIMIT 1
What is the level name of the cheapest catalog (in USD)?|CREATE TABLE catalog_structure (catalog_level_name VARCHAR, catalog_level_number VARCHAR); CREATE TABLE catalog_contents (catalog_level_number VARCHAR, price_in_dollars VARCHAR)|SELECT t2.catalog_level_name FROM catalog_contents AS t1 JOIN catalog_structure AS t2 ON t1.catalog_level_number = t2.catalog_level_number ORDER BY t1.price_in_dollars LIMIT 1|SELECT T1.catalog_level_name FROM catalog_structure AS T1 JOIN catalog_contents AS T2 ON T1.catalog_level_number = T2.catalog_level_number ORDER BY CAST(T2.price_in_dollars AS DECIMAL) ASC LIMIT 1
What are the average and minimum price (in Euro) of all products?|CREATE TABLE catalog_contents (price_in_euros INTEGER)|SELECT AVG(price_in_euros), MIN(price_in_euros) FROM catalog_contents|SELECT AVG(price_in_euros), MIN(price_in_euros) FROM catalog_contents
What is the product with the highest height? Give me the catalog entry name.|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, height VARCHAR)|SELECT catalog_entry_name FROM catalog_contents ORDER BY height DESC LIMIT 1|SELECT catalog_entry_name FROM catalog_contents ORDER BY height DESC LIMIT 1
Find the name of the product that has the smallest capacity.|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, capacity VARCHAR)|SELECT catalog_entry_name FROM catalog_contents ORDER BY capacity LIMIT 1|SELECT catalog_entry_name FROM catalog_contents ORDER BY capacity ASC LIMIT 1
"Find the names of all the products whose stock number starts with ""2""."|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, product_stock_number VARCHAR)|"SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%"""|SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE '2%'
Find the names of catalog entries with level number 8.|CREATE TABLE Catalog_Contents_Additional_Attributes (catalog_entry_id VARCHAR, catalog_level_number VARCHAR); CREATE TABLE Catalog_Contents (catalog_entry_name VARCHAR, catalog_entry_id VARCHAR)|"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id = t2.catalog_entry_id WHERE t2.catalog_level_number = ""8"""|SELECT T1.catalog_entry_name FROM Catalog_Contents AS T1 JOIN Catalog_Contents_Additional_Attributes AS T2 ON T1.catalog_entry_id = T2.catalog_entry_id WHERE T2.catalog_level_number = '8'
Find the names of the products with length smaller than 3 or height greater than 5.|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, LENGTH VARCHAR, width VARCHAR)|SELECT catalog_entry_name FROM catalog_contents WHERE LENGTH < 3 OR width > 5|SELECT catalog_entry_name FROM catalog_contents WHERE LENGTH < '3' OR width > '5'
Find the name and attribute ID of the attribute definitions with attribute value 0.|CREATE TABLE Catalog_Contents_Additional_Attributes (attribute_id VARCHAR, attribute_value VARCHAR); CREATE TABLE Attribute_Definitions (attribute_name VARCHAR, attribute_id VARCHAR)|SELECT t1.attribute_name, t1.attribute_id FROM Attribute_Definitions AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.attribute_id = t2.attribute_id WHERE t2.attribute_value = 0|SELECT T2.attribute_name, T2.attribute_id FROM Catalog_Contents_Additional_Attributes AS T1 JOIN Attribute_Definitions AS T2 ON T1.attribute_id = T2.attribute_id WHERE T1.attribute_value = '0'
Find the name and capacity of products with price greater than 700 (in USD).|CREATE TABLE Catalog_Contents (catalog_entry_name VARCHAR, capacity VARCHAR, price_in_dollars INTEGER)|SELECT catalog_entry_name, capacity FROM Catalog_Contents WHERE price_in_dollars > 700|SELECT catalog_entry_name, capacity FROM Catalog_Contents WHERE price_in_dollars > 700
Find the dates on which more than one revisions were made.|CREATE TABLE Catalogs (date_of_latest_revision VARCHAR)|SELECT date_of_latest_revision FROM Catalogs GROUP BY date_of_latest_revision HAVING COUNT(*) > 1|SELECT date_of_latest_revision FROM Catalogs GROUP BY date_of_latest_revision HAVING COUNT(*) > 1
How many products are there in the records?|CREATE TABLE catalog_contents (Id VARCHAR)|SELECT COUNT(*) FROM catalog_contents|SELECT COUNT(*) FROM catalog_contents
Name all the products with next entry ID greater than 8.|CREATE TABLE catalog_contents (catalog_entry_name VARCHAR, next_entry_id INTEGER)|SELECT catalog_entry_name FROM catalog_contents WHERE next_entry_id > 8|SELECT catalog_entry_name FROM catalog_contents WHERE next_entry_id > 8
How many aircrafts do we have?|CREATE TABLE Aircraft (Id VARCHAR)|SELECT COUNT(*) FROM Aircraft|SELECT COUNT(Id) FROM Aircraft
Show name and distance for all aircrafts.|CREATE TABLE Aircraft (name VARCHAR, distance VARCHAR)|SELECT name, distance FROM Aircraft|SELECT name, distance FROM Aircraft
Show ids for all aircrafts with more than 1000 distance.|CREATE TABLE Aircraft (aid VARCHAR, distance INTEGER)|SELECT aid FROM Aircraft WHERE distance > 1000|SELECT aid FROM Aircraft WHERE distance > 1000
How many aircrafts have distance between 1000 and 5000?|CREATE TABLE Aircraft (distance INTEGER)|SELECT COUNT(*) FROM Aircraft WHERE distance BETWEEN 1000 AND 5000|SELECT COUNT(*) FROM Aircraft WHERE distance BETWEEN 1000 AND 5000
What is the name and distance for aircraft with id 12?|CREATE TABLE Aircraft (name VARCHAR, distance VARCHAR, aid VARCHAR)|SELECT name, distance FROM Aircraft WHERE aid = 12|SELECT name, distance FROM Aircraft WHERE aid = '12'
What is the minimum, average, and maximum distance of all aircrafts.|CREATE TABLE Aircraft (distance INTEGER)|SELECT MIN(distance), AVG(distance), MAX(distance) FROM Aircraft|SELECT MIN(distance), AVG(distance), MAX(distance) FROM Aircraft
Show the id and name of the aircraft with the maximum distance.|CREATE TABLE Aircraft (aid VARCHAR, name VARCHAR, distance VARCHAR)|SELECT aid, name FROM Aircraft ORDER BY distance DESC LIMIT 1|SELECT aid, name FROM Aircraft ORDER BY distance DESC LIMIT 1
Show the name of aircrafts with top three lowest distances.|CREATE TABLE Aircraft (name VARCHAR, distance VARCHAR)|SELECT name FROM Aircraft ORDER BY distance LIMIT 3|SELECT name FROM Aircraft ORDER BY distance ASC LIMIT 3
Show names for all aircrafts with distances more than the average.|CREATE TABLE Aircraft (name VARCHAR, distance INTEGER)|SELECT name FROM Aircraft WHERE distance > (SELECT AVG(distance) FROM Aircraft)|SELECT name FROM Aircraft WHERE distance > (SELECT AVG(distance) FROM Aircraft)
How many employees do we have?|CREATE TABLE Employee (Id VARCHAR)|SELECT COUNT(*) FROM Employee|SELECT COUNT(*) FROM Employee
Show name and salary for all employees sorted by salary.|CREATE TABLE Employee (name VARCHAR, salary VARCHAR)|SELECT name, salary FROM Employee ORDER BY salary|SELECT name, salary FROM Employee ORDER BY salary
Show ids for all employees with at least 100000 salary.|CREATE TABLE Employee (eid VARCHAR, salary INTEGER)|SELECT eid FROM Employee WHERE salary > 100000|SELECT eid FROM Employee WHERE salary >= 100000
How many employees have salary between 100000 and 200000?|CREATE TABLE Employee (salary INTEGER)|SELECT COUNT(*) FROM Employee WHERE salary BETWEEN 100000 AND 200000|SELECT COUNT(*) FROM Employee WHERE salary BETWEEN 100000 AND 200000
What is the name and salary for employee with id 242518965?|CREATE TABLE Employee (name VARCHAR, salary VARCHAR, eid VARCHAR)|SELECT name, salary FROM Employee WHERE eid = 242518965|SELECT name, salary FROM Employee WHERE eid = '242518965'
What is average and maximum salary of all employees.|CREATE TABLE Employee (salary INTEGER)|SELECT AVG(salary), MAX(salary) FROM Employee|SELECT AVG(salary), MAX(salary) FROM Employee
Show the id and name of the employee with maximum salary.|CREATE TABLE Employee (eid VARCHAR, name VARCHAR, salary VARCHAR)|SELECT eid, name FROM Employee ORDER BY salary DESC LIMIT 1|SELECT eid, name FROM Employee WHERE salary = (SELECT MAX(salary) FROM Employee)
Show the name of employees with three lowest salaries.|CREATE TABLE Employee (name VARCHAR, salary VARCHAR)|SELECT name FROM Employee ORDER BY salary LIMIT 3|SELECT name FROM Employee ORDER BY CAST(salary AS DECIMAL) ASC LIMIT 3
Show names for all employees with salary more than the average.|CREATE TABLE Employee (name VARCHAR, salary INTEGER)|SELECT name FROM Employee WHERE salary > (SELECT AVG(salary) FROM Employee)|SELECT name FROM Employee WHERE salary > (SELECT AVG(salary) FROM Employee)
Show the id and salary of Mark Young.|CREATE TABLE Employee (eid VARCHAR, salary VARCHAR, name VARCHAR)|SELECT eid, salary FROM Employee WHERE name = 'Mark Young'|SELECT eid, salary FROM Employee WHERE name = 'Mark Young'
How many flights do we have?|CREATE TABLE Flight (Id VARCHAR)|SELECT COUNT(*) FROM Flight|SELECT COUNT(*) FROM Flight
Show flight number, origin, destination of all flights in the alphabetical order of the departure cities.|CREATE TABLE Flight (flno VARCHAR, origin VARCHAR, destination VARCHAR)|SELECT flno, origin, destination FROM Flight ORDER BY origin|SELECT flno, origin, destination FROM Flight ORDER BY origin
Show all flight number from Los Angeles.|CREATE TABLE Flight (flno VARCHAR, origin VARCHAR)|"SELECT flno FROM Flight WHERE origin = ""Los Angeles"""|SELECT flno FROM Flight WHERE origin = 'Los Angeles'
Show origins of all flights with destination Honolulu.|CREATE TABLE Flight (origin VARCHAR, destination VARCHAR)|"SELECT origin FROM Flight WHERE destination = ""Honolulu"""|SELECT origin FROM Flight WHERE destination = 'Honolulu'
Show me the departure date and arrival date for all flights from Los Angeles to Honolulu.|CREATE TABLE Flight (departure_date VARCHAR, arrival_date VARCHAR, origin VARCHAR, destination VARCHAR)|"SELECT departure_date, arrival_date FROM Flight WHERE origin = ""Los Angeles"" AND destination = ""Honolulu"""|SELECT departure_date, arrival_date FROM Flight WHERE origin = 'Los Angeles' AND destination = 'Honolulu'
Show flight number for all flights with more than 2000 distance.|CREATE TABLE Flight (flno VARCHAR, distance INTEGER)|SELECT flno FROM Flight WHERE distance > 2000|SELECT flno FROM Flight WHERE distance > 2000
What is the average price for flights from Los Angeles to Honolulu.|CREATE TABLE Flight (price INTEGER, origin VARCHAR, destination VARCHAR)|"SELECT AVG(price) FROM Flight WHERE origin = ""Los Angeles"" AND destination = ""Honolulu"""|SELECT AVG(price) FROM Flight WHERE origin = 'Los Angeles' AND destination = 'Honolulu'
Show origin and destination for flights with price higher than 300.|CREATE TABLE Flight (origin VARCHAR, destination VARCHAR, price INTEGER)|SELECT origin, destination FROM Flight WHERE price > 300|SELECT origin, destination FROM Flight WHERE price > 300
Show the flight number and distance of the flight with maximum price.|CREATE TABLE Flight (flno VARCHAR, distance VARCHAR, price VARCHAR)|SELECT flno, distance FROM Flight ORDER BY price DESC LIMIT 1|SELECT flno, distance FROM Flight ORDER BY price DESC LIMIT 1
Show the flight number of flights with three lowest distances.|CREATE TABLE Flight (flno VARCHAR, distance VARCHAR)|SELECT flno FROM Flight ORDER BY distance LIMIT 3|SELECT flno FROM Flight ORDER BY distance ASC LIMIT 3
What is the average distance and average price for flights from Los Angeles.|CREATE TABLE Flight (distance INTEGER, price INTEGER, origin VARCHAR)|"SELECT AVG(distance), AVG(price) FROM Flight WHERE origin = ""Los Angeles"""|SELECT AVG(distance), AVG(price) FROM Flight WHERE origin = 'Los Angeles'
Show all origins and the number of flights from each origin.|CREATE TABLE Flight (origin VARCHAR)|SELECT origin, COUNT(*) FROM Flight GROUP BY origin|SELECT origin, COUNT(*) FROM Flight GROUP BY origin
Show all destinations and the number of flights to each destination.|CREATE TABLE Flight (destination VARCHAR)|SELECT destination, COUNT(*) FROM Flight GROUP BY destination|SELECT destination, COUNT(*) FROM Flight GROUP BY destination
Which origin has most number of flights?|CREATE TABLE Flight (origin VARCHAR)|SELECT origin FROM Flight GROUP BY origin ORDER BY COUNT(*) DESC LIMIT 1|SELECT origin FROM Flight GROUP BY origin ORDER BY COUNT(*) DESC LIMIT 1
Which destination has least number of flights?|CREATE TABLE Flight (destination VARCHAR)|SELECT destination FROM Flight GROUP BY destination ORDER BY COUNT(*) LIMIT 1|SELECT destination FROM Flight GROUP BY destination ORDER BY COUNT(*) ASC LIMIT 1
What is the aircraft name for the flight with number 99|CREATE TABLE Flight (aid VARCHAR, flno VARCHAR); CREATE TABLE Aircraft (name VARCHAR, aid VARCHAR)|SELECT T2.name FROM Flight AS T1 JOIN Aircraft AS T2 ON T1.aid = T2.aid WHERE T1.flno = 99|SELECT T2.name FROM Flight AS T1 JOIN Aircraft AS T2 ON T1.aid = T2.aid WHERE T1.flno = '99'
Show all flight numbers with aircraft Airbus A340-300.|CREATE TABLE Flight (flno VARCHAR, aid VARCHAR); CREATE TABLE Aircraft (aid VARCHAR, name VARCHAR)|"SELECT T1.flno FROM Flight AS T1 JOIN Aircraft AS T2 ON T1.aid = T2.aid WHERE T2.name = ""Airbus A340-300"""|SELECT T1.flno FROM Flight AS T1 JOIN Aircraft AS T2 ON T1.aid = T2.aid WHERE T2.name = 'Airbus A340-300'
Show aircraft names and number of flights for each aircraft.|CREATE TABLE Aircraft (name VARCHAR, aid VARCHAR); CREATE TABLE Flight (aid VARCHAR)|SELECT T2.name, COUNT(*) FROM Flight AS T1 JOIN Aircraft AS T2 ON T1.aid = T2.aid GROUP BY T1.aid|SELECT T1.name, COUNT(T2.aid) FROM Aircraft AS T1 JOIN Flight AS T2 ON T1.aid = T2.aid GROUP BY T1.name
Show names for all aircraft with at least two flights.|CREATE TABLE Aircraft (name VARCHAR, aid VARCHAR); CREATE TABLE Flight (aid VARCHAR)|SELECT T2.name FROM Flight AS T1 JOIN Aircraft AS T2 ON T1.aid = T2.aid GROUP BY T1.aid HAVING COUNT(*) >= 2|SELECT T1.name FROM Aircraft AS T1 JOIN Flight AS T2 ON T1.aid = T2.aid GROUP BY T1.name HAVING COUNT(*) >= 2
How many employees have certificate.|CREATE TABLE Certificate (eid VARCHAR)|SELECT COUNT(DISTINCT eid) FROM Certificate|SELECT COUNT(eid) FROM Certificate
Show ids for all employees who don't have a certificate.|CREATE TABLE Employee (eid VARCHAR); CREATE TABLE Certificate (eid VARCHAR)|SELECT eid FROM Employee EXCEPT SELECT eid FROM Certificate|SELECT eid FROM Employee EXCEPT SELECT eid FROM Certificate
Show names for all aircrafts of which John Williams has certificates.|CREATE TABLE Aircraft (name VARCHAR, aid VARCHAR); CREATE TABLE Employee (eid VARCHAR, name VARCHAR); CREATE TABLE Certificate (eid VARCHAR, aid VARCHAR)|"SELECT T3.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T3.aid = T2.aid WHERE T1.name = ""John Williams"""|SELECT T1.name FROM Aircraft AS T1 JOIN Certificate AS T2 ON T1.aid = T2.aid JOIN Employee AS T3 ON T2.eid = T3.eid WHERE T3.name = 'John Williams'
Show names for all employees who have certificate of Boeing 737-800.|CREATE TABLE Employee (name VARCHAR, eid VARCHAR); CREATE TABLE Certificate (eid VARCHAR, aid VARCHAR); CREATE TABLE Aircraft (aid VARCHAR, name VARCHAR)|"SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T3.aid = T2.aid WHERE T3.name = ""Boeing 737-800"""|SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T2.aid = T3.aid WHERE T3.name = 'Boeing 737-800'
Show names for all employees who have certificates on both Boeing 737-800 and Airbus A340-300.|CREATE TABLE Employee (name VARCHAR, eid VARCHAR); CREATE TABLE Certificate (eid VARCHAR, aid VARCHAR); CREATE TABLE Aircraft (aid VARCHAR, name VARCHAR)|"SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T3.aid = T2.aid WHERE T3.name = ""Boeing 737-800"" INTERSECT SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T3.aid = T2.aid WHERE T3.name = ""Airbus A340-300"""|SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T2.aid = T3.aid WHERE T3.name = 'Boeing 737-800' INTERSECT SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T2.aid = T3.aid WHERE T3.name = 'Airbus A340-300'
Show names for all employees who do not have certificate of Boeing 737-800.|CREATE TABLE Certificate (eid VARCHAR, aid VARCHAR); CREATE TABLE Employee (name VARCHAR, eid VARCHAR); CREATE TABLE Employee (name VARCHAR); CREATE TABLE Aircraft (aid VARCHAR, name VARCHAR)|"SELECT name FROM Employee EXCEPT SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T3.aid = T2.aid WHERE T3.name = ""Boeing 737-800"""|SELECT T1.name FROM Employee AS T1 LEFT JOIN Certificate AS T2 ON T1.eid = T2.eid LEFT JOIN Aircraft AS T3 ON T2.aid = T3.aid WHERE T3.name <> 'Boeing 737-800' OR T3.aid IS NULL
Show the name of aircraft which fewest people have its certificate.|CREATE TABLE Certificate (aid VARCHAR); CREATE TABLE Aircraft (name VARCHAR, aid VARCHAR)|SELECT T2.name FROM Certificate AS T1 JOIN Aircraft AS T2 ON T2.aid = T1.aid GROUP BY T1.aid ORDER BY COUNT(*) DESC LIMIT 1|SELECT T2.name FROM Certificate AS T1 JOIN Aircraft AS T2 ON T1.aid = T2.aid GROUP BY T2.name ORDER BY COUNT(T1.aid) ASC LIMIT 1
Show the name and distance of the aircrafts with more than 5000 distance and which at least 5 people have its certificate.|CREATE TABLE Certificate (aid VARCHAR); CREATE TABLE Aircraft (name VARCHAR, aid VARCHAR, distance INTEGER)|SELECT T2.name FROM Certificate AS T1 JOIN Aircraft AS T2 ON T2.aid = T1.aid WHERE T2.distance > 5000 GROUP BY T1.aid ORDER BY COUNT(*) >= 5|SELECT T1.name, T1.distance FROM Aircraft AS T1 JOIN Certificate AS T2 ON T1.aid = T2.aid GROUP BY T1.aid, T1.name, T1.distance HAVING COUNT(T2.aid) >= 5 AND T1.distance > 5000
what is the salary and name of the employee who has the most number of aircraft certificates?|CREATE TABLE Certificate (eid VARCHAR); CREATE TABLE Employee (name VARCHAR, salary VARCHAR, eid VARCHAR)|SELECT T1.name, T1.salary FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid GROUP BY T1.eid ORDER BY COUNT(*) DESC LIMIT 1|SELECT T2.salary, T2.name FROM Certificate AS T1 JOIN Employee AS T2 ON T1.eid = T2.eid GROUP BY T1.eid ORDER BY COUNT(T1.eid) DESC LIMIT 1
What is the salary and name of the employee who has the most number of certificates on aircrafts with distance more than 5000?|CREATE TABLE Aircraft (aid VARCHAR, distance INTEGER); CREATE TABLE Employee (name VARCHAR, eid VARCHAR); CREATE TABLE Certificate (eid VARCHAR, aid VARCHAR)|SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T3.aid = T2.aid WHERE T3.distance > 5000 GROUP BY T1.eid ORDER BY COUNT(*) DESC LIMIT 1|SELECT T2.name FROM Certificate AS T1 JOIN Employee AS T2 ON T1.eid = T2.eid JOIN Aircraft AS T3 ON T1.aid = T3.aid WHERE T3.distance > 5000 GROUP BY T1.eid ORDER BY COUNT(*) DESC LIMIT 1
